340

# Idiot Stopwatch v2024.01

Counter = **340** 
Last Timer = 0 (00:00:00.000)

(c) Perkedel Technologies  
https://github.com/Perkedel/IdiotStopwatch

## Logs

| Seconds | HH:MM::SS.MMM |
- 17.953504111111			00:00:17.953
- 16.0129678888882			00:00:16.012
- 11.2355988888887			00:00:11.235
- 10.233549111111			00:00:10.233
- 10.5591479999998			00:00:10.559
- 11.513468111111			00:00:11.513
- 12.4949472222219			00:00:12.494
- 13.1835029999997			00:00:13.183
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 2.100266			00:00:02.100
- 15.2474837777772			00:00:15.247
- 12.7368548888892			00:00:12.736
- 13.6551676666657			00:00:13.655
- 17.4768247777776			00:00:17.476
- 18.833285333334			00:00:18.833
- 18.142636777777			00:00:18.142
- 17.1420854444447			00:00:17.142
- 11.8071734444437			00:00:11.807
- 15.5044201111106			00:00:15.504
- 11.1635107777776			00:00:11.163
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.91729488888889			00:00:01.917
- 24.959302000001			00:00:24.959
- 25.325404000001			00:00:25.325
- 24.933163111112			00:00:24.933
- 28.6860618888903			00:00:28.686
- 27.8613850000019			00:00:27.861
- 17.6051731666794			00:00:17.605
- 11.3462118333196			00:00:11.346
- 16.6125946666663			00:00:16.612
- 21.9655706666672			00:00:21.965
- 41.3427376666695			00:00:41.342
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0.691587			00:00:00.691
- 21.0951981111115			00:00:21.095
- 14.7606978888884			00:00:14.760
- 17.237327222222			00:00:17.237
- 20.525144777778			00:00:20.525
- 18.2416119999999			00:00:18.241
- 13.1280139999997			00:00:13.128
- 15.7038119999994			00:00:15.703
- 17.9276067916683			00:00:17.927
- 15.7543813194421			00:00:15.754
- 19.360910888889			00:00:19.360
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0.91947388888889			00:00:00.919
- 10.2657189999999			00:00:10.265
- 11.1760733333332			00:00:11.176
- 10.7510616666666			00:00:10.751
- 10.5431107777783			00:00:10.543
- 11.1974232222215			00:00:11.197
- 12.5950699999996			00:00:12.595
- 10.4186109999999			00:00:10.418
- 11.540284666667			00:00:11.540
- 11.5060444444437			00:00:11.506
- 21.5131248888893			00:00:21.513
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0.75064344444444			00:00:00.750
- 11.534440222222			00:00:11.534
- 11.5704104444443			00:00:11.570
- 11.3313548888892			00:00:11.331
- 11.7789888888881			00:00:11.778
- 21.5509301111115			00:00:21.550
- 25.0581710000008			00:00:25.058
- 10.9899869999998			00:00:10.989
- 11.6310479999998			00:00:11.631
- 21.2423480000005			00:00:21.242
- 20.8795770000001			00:00:20.879
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 2.26113311111112			00:00:02.261
- 10.558737555556			00:00:10.558
- 12.9129159999991			00:00:12.912
- 14.3957702222218			00:00:14.395
- 10.4339131111111			00:00:10.433
- 10.288702140153			00:00:10.288
- 10.297215276512			00:00:10.297
- 10.9713574722235			00:00:10.971
- 14.0512189999996			00:00:14.051
- 10.7335919999999			00:00:10.733
- 10.8534889999999			00:00:10.853
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.682965			00:00:01.682
- 14.0268801111107			00:00:14.026
- 15.5553792222216			00:00:15.555
- 10.4503937777777			00:00:10.450
- 12.3409579999997			00:00:12.340
- 11.0554978888889			00:00:11.055
- 19.3066531111113			00:00:19.306
- 18.9208688888887			00:00:18.920
- 24.4406880000007			00:00:24.440
- 11.8170001111109			00:00:11.817
- 11.9943893333329			00:00:11.994
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.546897			00:00:01.546
- 10.6297314444446			00:00:10.629
- 12.633696555555			00:00:12.633
- 20.3793752222226			00:00:20.379
- 37.7312890000035			00:00:37.731
- 32.2195281111137			00:00:32.219
- 25.1348466666679			00:00:25.134
- 18.6096640000002			00:00:18.609
- 22.0994560000007			00:00:22.099
- 13.4945369999996			00:00:13.494
- 13.9909263333327			00:00:13.990
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.364199			00:00:01.364
- 20.632026			00:00:20.632
- 15.0238029999994			00:00:15.023
- 10.6707329999999			00:00:10.670
- 11.7189939999997			00:00:11.718
- 11.307577222222			00:00:11.307
- 10.5899888888888			00:00:10.589
- 10.7108939999998			00:00:10.710
- 10.0911438888888			00:00:10.091
- 26.6940620000015			00:00:26.694
- 10.984358111111			00:00:10.984
- 0			00:00:00.000
- 0			00:00:00.000
- 0.78431622222222			00:00:00.784
- 33.88268277778			00:00:33.882
- 39.9711992222256			00:00:39.971
- 18.6633711111111			00:00:18.663
- 26.392982666668			00:00:26.392
- 27.0040132222234			00:00:27.004
- 15.4195863333327			00:00:15.419
- 28.584762444446			00:00:28.584
- 13.3335909999997			00:00:13.333
- 19.1901480000002			00:00:19.190
- 12.3750449999996			00:00:12.375
- 0			00:00:00.000
- 0			00:00:00.000
- 11.0258329999998			00:00:11.025
- 17.0234289999997			00:00:17.023
- 14.5826269999994			00:00:14.582
- 29.9931290000019			00:00:29.993
- 10.632184			00:00:10.632
- 29.1952370000015			00:00:29.195
- 11.6063389999998			00:00:11.606
- 11.3972821111109			00:00:11.397
- 11.7693438888886			00:00:11.769
- 17.2508359999998			00:00:17.250
- 10.4137119999998			00:00:10.413
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.97568522222222			00:00:01.975
- 24.1874506666677			00:00:24.187
- 38.9645031111144			00:00:38.964
- 29.8477098888906			00:00:29.847
- 18.5981749999998			00:00:18.598
- 36.177464222225			00:00:36.177
- 18.5808987777777			00:00:18.580
- 23.8470390000007			00:00:23.847
- 11.5644581111109			00:00:11.564
- 21.2796931111114			00:00:21.279
- 11.1575477777775			00:00:11.157
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0.733428			00:00:00.733
- 10.5253909999999			00:00:10.525
- 21.1581220000002			00:00:21.158
- 15.3666329999993			00:00:15.366
- 23.8087280000008			00:00:23.808
- 14.0127089999996			00:00:14.012
- 14.7512539999993			00:00:14.751
- 22.9288780000006			00:00:22.928
- 21.4194036666671			00:00:21.419
- 10.292525333333			00:00:10.292
- 10.6181439999999			00:00:10.618
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 1.62213411111111			00:00:01.622
- 10.7082368888888			00:00:10.708
- 12.3307659999998			00:00:12.330
- 10.334525			00:00:10.334
- 15.5336739999993			00:00:15.533
- 21.4517450000005			00:00:21.451
- 11.0237719999998			00:00:11.023
- 17.1713929999995			00:00:17.171
- 18.2117479999999			00:00:18.211
- 11.2422033333331			00:00:11.242
- 11.2557309999997			00:00:11.255
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 2.01073311111111			00:00:02.010
- 10.8962398888888			00:00:10.896
- 10.3702479999999			00:00:10.370
- 10.6457779999999			00:00:10.645
- 10.3873212222222			00:00:10.387
- 13.5048871111107			00:00:13.504
- 11.6528066666665			00:00:11.652
- 14.8085759999996			00:00:14.808
- 30.4500940000015			00:00:30.450
- 11.2892989999998			00:00:11.289
- 12.024255222222			00:00:12.024
- 10.5973238888889			00:00:10.597
- 35.6938868888913			00:00:35.693
- 11.9499779999997			00:00:11.949
- 11.1508029999999			00:00:11.150
- 14.9280019999995			00:00:14.928
- 10.6168059999999			00:00:10.616
- 11.1716029999999			00:00:11.171
- 37.8332290000024			00:00:37.833
- 10.969886			00:00:10.969
- 21.0913771111111			00:00:21.091
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 6.01379500000016			00:00:06.013
- 28.6834941111123			00:00:28.683
- 24.1072028888897			00:00:24.107
- 18.707112			00:00:18.707
- 13.7863909999996			00:00:13.786
- 23.0286390000004			00:00:23.028
- 18.4358639999998			00:00:18.435
- 17.7952911111109			00:00:17.795
- 15.8920318888884			00:00:15.892
- 25.0222360000009			00:00:25.022
- 18.373829111111			00:00:18.373
- 22.6413230000003			00:00:22.641
- 11.7227868888887			00:00:11.722
- 10.982294111111			00:00:10.982
- 11.2273398888888			00:00:11.227
- 11.5571659999997			00:00:11.557
- 15.2092599999996			00:00:15.209
- 11.4273859999998			00:00:11.427
- 10.7669549999999			00:00:10.766
- 43.6946930000038			00:00:43.694
- 11.5591114444443			00:00:11.559
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 2.25673111111118			00:00:02.256
- 10.5694908888887			00:00:10.569
- 11.5152313333332			00:00:11.515
- 12.0141286666664			00:00:12.014
- 13.7791532222217			00:00:13.779
- 13.2114939999996			00:00:13.211
- 14.2630268888884			00:00:14.263
- 11.7858645555554			00:00:11.785
- 25.3854261111118			00:00:25.385
- 13.7149428888884			00:00:13.714
- 18.330156			00:00:18.330
- 18.6801082222219			00:00:18.680
- 10.3805019999999			00:00:10.380
- 10.6048437777777			00:00:10.604
- 18.8153419999997			00:00:18.815
- 11.7989579999998			00:00:11.798
- 12.262502222222			00:00:12.262
- 13.8874077777774			00:00:13.887
- 16.6316534444441			00:00:16.631
- 31.9460165555573			00:00:31.946
- 44.6915080000035			00:00:44.691
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 2.48177000000002			00:00:02.481
- 10.088441111111			00:00:10.088
- 11.4435979999999			00:00:11.443
- 10.4803389999999			00:00:10.480
- 10.6109011111111			00:00:10.610
- 12.2855572222218			00:00:12.285
- 10.7000945555555			00:00:10.700
- 10.1623879999999			00:00:10.162
- 10.6588119999999			00:00:10.658
- 10.5603959999999			00:00:10.560
- 10.5819359999999			00:00:10.581
- 10.5119019999999			00:00:10.511
- 10.1002709999999			00:00:10.100
- 12.4633549999997			00:00:12.463
- 10.511636111111			00:00:10.511
- 10.3286398888887			00:00:10.328
- 10.0919709999999			00:00:10.091
- 10.6580009999999			00:00:10.658
- 10.785882111111			00:00:10.785
- 29.10209188889			00:00:29.102
- 13.0902009999996			00:00:13.090
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000
- 8.1202960000002			00:00:08.120
- 11.7455929999997			00:00:11.745
- 11.6168621111109			00:00:11.616
- 10.360996			00:00:10.360
- 10.5758738888888			00:00:10.575
- 10.07248			00:00:10.072
- 10.077015			00:00:10.077
- 14.8277289999995			00:00:14.827
- 10.5574779999999			00:00:10.557
- 10.08484			00:00:10.084
- 10.00759			00:00:10.007
- 11.0659029999998			00:00:11.065
- 14.6746911111107			00:00:14.674
- 10.2062398888889			00:00:10.206
- 30.6317640000014			00:00:30.631
- 21.9488070000003			00:00:21.948
- 10.6391565555555			00:00:10.639
- 11.0303434444443			00:00:11.030
- 11.7394521111112			00:00:11.739
- 10.6279638888888			00:00:10.627
- 10.3822289999999			00:00:10.382
- 0			00:00:00.000
- 0			00:00:00.000
- 0			00:00:00.000

| Seconds | HH:MM::SS.MMM |
| --- | --- |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.181655 | 00:00:02.181 |
| 23.0008050000008 | 00:00:23.000 |
| 17.5453291111106 | 00:00:17.545 |
| 18.4542619999997 | 00:00:18.454 |
| 35.6197302222246 | 00:00:35.619 |
| 30.8477132222244 | 00:00:30.847 |
| 17.9909004444441 | 00:00:17.990 |
| 27.3685100000016 | 00:00:27.368 |
| 14.8981502222216 | 00:00:14.898 |
| 14.6079007777771 | 00:00:14.607 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.53764011111114 | 00:00:02.537 |
| 10.7115361388961 | 00:00:10.711 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 4.21600488888899 | 00:00:04.216 |
| 23.3795031111117 | 00:00:23.379 |
| 41.0904599595993 | 00:00:41.090 |
| 18.5708841515152 | 00:00:18.570 |
| 24.0530657777784 | 00:00:24.053 |
| 38.4115271111139 | 00:00:38.411 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.20605900000001 | 00:00:02.206 |
| 11.399089111111 | 00:00:11.399 |
| 23.7221722222238 | 00:00:23.722 |
| 21.5610027777774 | 00:00:21.561 |
| 22.8621476527607 | 00:00:22.862 |
| 12.3254022361287 | 00:00:12.325 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.28236411111113 | 00:00:02.282 |
| 30.612385111113 | 00:00:30.612 |
| 11.1586067777777 | 00:00:11.158 |
| 11.3387273333331 | 00:00:11.338 |
| 10.6925707777777 | 00:00:10.692 |
| 20.2181188888891 | 00:00:20.218 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 3.85135800000011 | 00:00:03.851 |
| 53.307353111116 | 00:00:53.307 |
| 25.5930522222235 | 00:00:25.593 |
| 11.3800006666665 | 00:00:11.380 |
| 15.1251649999994 | 00:00:15.125 |
| 72.1000493333317 | 00:01:12.100 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.21354400000001 | 00:00:02.213 |
| 10.1742342222222 | 00:00:10.174 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.84858588888889 | 00:00:01.848 |
| 21.6024060000005 | 00:00:21.602 |
| 10.2288711111111 | 00:00:10.228 |
| 5.87293988888911 | 00:00:05.872 |
| 10.3743782121213 | 00:00:10.374 |
| 10.4832458989899 | 00:00:10.483 |
| 10.6848208888888 | 00:00:10.684 |
| 16.4549051111107 | 00:00:16.454 |
| 10.4527158888888 | 00:00:10.452 |
| 10.5314759999998 | 00:00:10.531 |
| 13.4992779999996 | 00:00:13.499 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.69539333333333 | 00:00:01.695 |
| 10.4924366666666 | 00:00:10.492 |
| 10.409379111111 | 00:00:10.409 |
| 10.4589214444443 | 00:00:10.458 |
| 10.4314704444443 | 00:00:10.431 |
| 11.5145449999998 | 00:00:11.514 |
| 10.5456579999999 | 00:00:10.545 |
| 11.1221699999998 | 00:00:11.122 |
| 13.0785731111108 | 00:00:13.078 |
| 10.4058268888888 | 00:00:10.405 |
| 10.6003939999999 | 00:00:10.600 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.651319 | 00:00:00.651 |
| 10.6810879999998 | 00:00:10.681 |
| 10.399998111111 | 00:00:10.399 |
| 10.2720369999999 | 00:00:10.272 |
| 11.3149489999998 | 00:00:11.314 |
| 10.4587908888888 | 00:00:10.458 |
| 10.6643589999998 | 00:00:10.664 |
| 10.354103 | 00:00:10.354 |
| 10.8172309999998 | 00:00:10.817 |
| 11.4693229999998 | 00:00:11.469 |
| 21.7089861111112 | 00:00:21.708 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.951344 | 00:00:00.951 |
| 10.6180620000005 | 00:00:10.618 |
| 13.43455611111 | 00:00:13.434 |
| 16.8044661111107 | 00:00:16.804 |
| 10.3565207777777 | 00:00:10.356 |
| 23.7784510000008 | 00:00:23.778 |
| 16.9622849999997 | 00:00:16.962 |
| 17.358626 | 00:00:17.358 |
| 26.7313424444457 | 00:00:26.731 |
| 19.1306970000006 | 00:00:19.130 |
| 20.3367978888883 | 00:00:20.336 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.93692711111111 | 00:00:00.936 |
| 12.8458621111108 | 00:00:12.845 |
| 12.2197137777776 | 00:00:12.219 |
| 11.1673989999997 | 00:00:11.167 |
| 11.1533709999999 | 00:00:11.153 |
| 32.4825597777799 | 00:00:32.482 |
| 19.8490690000002 | 00:00:19.849 |
| 22.4361371111115 | 00:00:22.436 |
| 39.3987846666701 | 00:00:39.398 |
| 43.0056484444476 | 00:00:43.005 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.89450444444449 | 00:00:02.894 |
| 22.9726495555559 | 00:00:22.972 |
| 22.8227484444448 | 00:00:22.822 |
| 13.7859925555552 | 00:00:13.785 |
| 20.7649708888891 | 00:00:20.764 |
| 16.0324892222217 | 00:00:16.032 |
| 17.5373998888886 | 00:00:17.537 |
| 11.6403059999998 | 00:00:11.640 |
| 14.9197309999994 | 00:00:14.919 |
| 14.6087931111106 | 00:00:14.608 |
| 10.9460838888887 | 00:00:10.946 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.96517866666666 | 00:00:01.965 |
| 11.4566209999999 | 00:00:11.456 |
| 19.7304930000007 | 00:00:19.730 |
| 16.6393294444435 | 00:00:16.639 |
| 14.070392777778 | 00:00:14.070 |
| 13.7536098888879 | 00:00:13.753 |
| 22.4816568888894 | 00:00:22.481 |
| 25.6411221111127 | 00:00:25.641 |
| 24.1574622222225 | 00:00:24.157 |
| 23.6829356666673 | 00:00:23.682 |
| 27.8040520000011 | 00:00:27.804 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.81961679167351 | 00:00:01.819 |
| 20.597651874994 | 00:00:20.597 |
| 15.782188333332 | 00:00:15.782 |
| 17.953504111111 | 00:00:17.953 |
| 16.0129678888882 | 00:00:16.012 |
| 11.2355988888887 | 00:00:11.235 |
| 10.233549111111 | 00:00:10.233 |
| 10.5591479999998 | 00:00:10.559 |
| 11.513468111111 | 00:00:11.513 |
| 12.4949472222219 | 00:00:12.494 |
| 13.1835029999997 | 00:00:13.183 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.100266 | 00:00:02.100 |
| 15.2474837777772 | 00:00:15.247 |
| 12.7368548888892 | 00:00:12.736 |
| 13.6551676666657 | 00:00:13.655 |
| 17.4768247777776 | 00:00:17.476 |
| 18.833285333334 | 00:00:18.833 |
| 18.142636777777 | 00:00:18.142 |
| 17.1420854444447 | 00:00:17.142 |
| 11.8071734444437 | 00:00:11.807 |
| 15.5044201111106 | 00:00:15.504 |
| 11.1635107777776 | 00:00:11.163 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.91729488888889 | 00:00:01.917 |
| 24.959302000001 | 00:00:24.959 |
| 25.325404000001 | 00:00:25.325 |
| 24.933163111112 | 00:00:24.933 |
| 28.6860618888903 | 00:00:28.686 |
| 27.8613850000019 | 00:00:27.861 |
| 17.6051731666794 | 00:00:17.605 |
| 11.3462118333196 | 00:00:11.346 |
| 16.6125946666663 | 00:00:16.612 |
| 21.9655706666672 | 00:00:21.965 |
| 41.3427376666695 | 00:00:41.342 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.691587 | 00:00:00.691 |
| 21.0951981111115 | 00:00:21.095 |
| 14.7606978888884 | 00:00:14.760 |
| 17.237327222222 | 00:00:17.237 |
| 20.525144777778 | 00:00:20.525 |
| 18.2416119999999 | 00:00:18.241 |
| 13.1280139999997 | 00:00:13.128 |
| 15.7038119999994 | 00:00:15.703 |
| 17.9276067916683 | 00:00:17.927 |
| 15.7543813194421 | 00:00:15.754 |
| 19.360910888889 | 00:00:19.360 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.91947388888889 | 00:00:00.919 |
| 10.2657189999999 | 00:00:10.265 |
| 11.1760733333332 | 00:00:11.176 |
| 10.7510616666666 | 00:00:10.751 |
| 10.5431107777783 | 00:00:10.543 |
| 11.1974232222215 | 00:00:11.197 |
| 12.5950699999996 | 00:00:12.595 |
| 10.4186109999999 | 00:00:10.418 |
| 11.540284666667 | 00:00:11.540 |
| 11.5060444444437 | 00:00:11.506 |
| 21.5131248888893 | 00:00:21.513 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.75064344444444 | 00:00:00.750 |
| 11.534440222222 | 00:00:11.534 |
| 11.5704104444443 | 00:00:11.570 |
| 11.3313548888892 | 00:00:11.331 |
| 11.7789888888881 | 00:00:11.778 |
| 21.5509301111115 | 00:00:21.550 |
| 25.0581710000008 | 00:00:25.058 |
| 10.9899869999998 | 00:00:10.989 |
| 11.6310479999998 | 00:00:11.631 |
| 21.2423480000005 | 00:00:21.242 |
| 20.8795770000001 | 00:00:20.879 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 2.26113311111112 | 00:00:02.261 |
| 10.558737555556 | 00:00:10.558 |
| 12.9129159999991 | 00:00:12.912 |
| 14.3957702222218 | 00:00:14.395 |
| 10.4339131111111 | 00:00:10.433 |
| 10.288702140153 | 00:00:10.288 |
| 10.297215276512 | 00:00:10.297 |
| 10.9713574722235 | 00:00:10.971 |
| 14.0512189999996 | 00:00:14.051 |
| 10.7335919999999 | 00:00:10.733 |
| 10.8534889999999 | 00:00:10.853 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.682965 | 00:00:01.682 |
| 14.0268801111107 | 00:00:14.026 |
| 15.5553792222216 | 00:00:15.555 |
| 10.4503937777777 | 00:00:10.450 |
| 12.3409579999997 | 00:00:12.340 |
| 11.0554978888889 | 00:00:11.055 |
| 19.3066531111113 | 00:00:19.306 |
| 18.9208688888887 | 00:00:18.920 |
| 24.4406880000007 | 00:00:24.440 |
| 11.8170001111109 | 00:00:11.817 |
| 11.9943893333329 | 00:00:11.994 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.546897 | 00:00:01.546 |
| 10.6297314444446 | 00:00:10.629 |
| 12.633696555555 | 00:00:12.633 |
| 20.3793752222226 | 00:00:20.379 |
| 37.7312890000035 | 00:00:37.731 |
| 32.2195281111137 | 00:00:32.219 |
| 25.1348466666679 | 00:00:25.134 |
| 18.6096640000002 | 00:00:18.609 |
| 22.0994560000007 | 00:00:22.099 |
| 13.4945369999996 | 00:00:13.494 |
| 13.9909263333327 | 00:00:13.990 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.364199 | 00:00:01.364 |
| 20.632026 | 00:00:20.632 |
| 15.0238029999994 | 00:00:15.023 |
| 10.6707329999999 | 00:00:10.670 |
| 11.7189939999997 | 00:00:11.718 |
| 11.307577222222 | 00:00:11.307 |
| 10.5899888888888 | 00:00:10.589 |
| 10.7108939999998 | 00:00:10.710 |
| 10.0911438888888 | 00:00:10.091 |
| 26.6940620000015 | 00:00:26.694 |
| 10.984358111111 | 00:00:10.984 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.78431622222222 | 00:00:00.784 |
| 33.88268277778 | 00:00:33.882 |
| 39.9711992222256 | 00:00:39.971 |
| 18.6633711111111 | 00:00:18.663 |
| 26.392982666668 | 00:00:26.392 |
| 27.0040132222234 | 00:00:27.004 |
| 15.4195863333327 | 00:00:15.419 |
| 28.584762444446 | 00:00:28.584 |
| 13.3335909999997 | 00:00:13.333 |
| 19.1901480000002 | 00:00:19.190 |
| 12.3750449999996 | 00:00:12.375 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 11.0258329999998 | 00:00:11.025 |
| 17.0234289999997 | 00:00:17.023 |
| 14.5826269999994 | 00:00:14.582 |
| 29.9931290000019 | 00:00:29.993 |
| 10.632184 | 00:00:10.632 |
| 29.1952370000015 | 00:00:29.195 |
| 11.6063389999998 | 00:00:11.606 |
| 11.3972821111109 | 00:00:11.397 |
| 11.7693438888886 | 00:00:11.769 |
| 17.2508359999998 | 00:00:17.250 |
| 10.4137119999998 | 00:00:10.413 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.97568522222222 | 00:00:01.975 |
| 24.1874506666677 | 00:00:24.187 |
| 38.9645031111144 | 00:00:38.964 |
| 29.8477098888906 | 00:00:29.847 |
| 18.5981749999998 | 00:00:18.598 |
| 36.177464222225 | 00:00:36.177 |
| 18.5808987777777 | 00:00:18.580 |
| 23.8470390000007 | 00:00:23.847 |
| 11.5644581111109 | 00:00:11.564 |
| 21.2796931111114 | 00:00:21.279 |
| 11.1575477777775 | 00:00:11.157 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0.733428 | 00:00:00.733 |
| 10.5253909999999 | 00:00:10.525 |
| 21.1581220000002 | 00:00:21.158 |
| 15.3666329999993 | 00:00:15.366 |
| 23.8087280000008 | 00:00:23.808 |
| 14.0127089999996 | 00:00:14.012 |
| 14.7512539999993 | 00:00:14.751 |
| 22.9288780000006 | 00:00:22.928 |
| 21.4194036666671 | 00:00:21.419 |
| 10.292525333333 | 00:00:10.292 |
| 10.6181439999999 | 00:00:10.618 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 0 | 00:00:00.000 |
| 1.62213411111111 | 00:00:01.622 |
